Study_Code,Clinical_Department,Country,Phase,Rare_Disease,New_Indication,Elderly_Usage,Number_of_Sites,CTT_Actual,Actual_Final_Protocol,CTT_FP_Weeks,Risk_Score,Success_Score,FSI_Demand
54e2e329,Neurology,Japan,4,1,0,0,18,23,3,15,0.2956643197682166,0.8638028599009475,0.21208249092071202
531563ff,Infectious Disease,France,3,1,1,0,46,17,11,48,0.2638486437897063,0.5223411320385272,0.6671405857157005
c388f638,Endocrinology,India,2,0,1,1,23,23,2,44,0.4387373862842726,0.5505859361456448,1.7956275415120626
eda6d783,Endocrinology,Australia,4,1,1,1,44,6,4,11,0.8367845371459582,0.36190902646986056,0.8338862075549174
52232294,Oncology,UK,1,0,1,0,7,13,11,31,0.6612914707403351,0.44892342275023744,4.713542793104315
49dc1d22,Neurology,USA,2,1,1,1,12,12,5,19,0.9618214398279458,0.6109768622153993,1.9808112404872409
d663dfb3,Cardiology,Canada,4,0,1,0,33,25,1,6,0.9140863914348629,0.9523533013377555,0.2420823457815396
08f9f6ec,Cardiology,USA,3,0,0,1,41,18,1,40,0.23602347714091812,0.6401059839713212,0.4790649448341349
5a90c4fc,Neurology,Germany,4,1,0,1,47,13,6,35,0.13829749714649317,0.23264037260235423,0.6046583486408763
ff1000ba,Cardiology,France,1,0,0,0,13,17,5,24,0.45918526077527877,0.10629656692883806,2.260527226306109
4f122ca8,Oncology,Australia,2,0,0,0,23,22,11,48,0.5698715309367757,0.8658890699578119,1.743485981800895
ce72a543,Oncology,USA,4,1,1,1,16,10,4,21,0.564013553696843,0.4278928810295377,1.4066380236521925
9bf2a03d,Neurology,Germany,1,0,0,0,31,27,1,51,0.22069654099394978,0.38346934567584956,1.668630397831608
3cb7aee3,Cardiology,Japan,4,1,0,1,41,26,7,49,0.21233568893914934,0.8206580106481437,0.5963438372968501
0119ec57,Oncology,Germany,4,0,0,1,29,7,4,14,0.14217468020128332,0.9508278691808519,0.0
70e77890,Oncology,Canada,2,0,0,0,49,14,3,11,0.8657739334498603,0.7732405795167607,0.13469348321118985
8b8a2b03,Infectious Disease,Australia,3,0,1,1,42,14,7,15,0.952969724261361,0.25646258162028907,0.9905633693235996
d81a3de8,Infectious Disease,Australia,3,0,1,0,21,14,2,5,0.2041165181961745,0.4522404642319381,0.030852950124667253
a98636d1,Oncology,Germany,1,1,0,0,48,13,10,44,0.29181013169420045,0.7834586971912666,0.4343913591469084
5a968cc2,Neurology,Canada,1,1,0,1,37,16,1,25,0.1808765962614193,0.916233233203516,0.0
7f4c7091,Endocrinology,Germany,1,1,1,0,43,28,11,12,0.8897519540267514,0.9987400575546942,0.1471237458566959
ced29a9d,Endocrinology,Australia,2,0,1,1,18,12,4,17,0.9628378601826169,0.5604048164243672,1.5941792478645642
aefbb62d,Oncology,Australia,3,0,0,1,32,28,8,18,0.3356169190488011,0.8402723365077548,0.08253585972405603
bf9a19f7,Oncology,UK,1,1,1,0,22,13,6,14,0.37322544694183746,0.14196847849964567,0.9280642048057067
03005d22,Oncology,Germany,1,1,1,0,37,21,9,16,0.4264027159716456,0.35724227477947124,0.4371985568320925
8ca35307,Neurology,India,4,1,0,1,46,12,1,31,0.5522173834426581,0.4343620630127404,0.8160967786478127
b768bb6f,Infectious Disease,Germany,4,1,1,0,19,22,1,28,0.7142148807804342,0.9779714607537047,1.2086948107295132
2c06de3e,Oncology,Australia,1,0,0,1,15,24,11,40,0.5539515249291618,0.1030542833933745,3.2294453513763446
753b7866,Oncology,UK,4,1,0,1,40,21,5,9,0.9559014235086171,0.37721866398633375,0.912382848200266
0e633da1,Cardiology,UK,4,0,1,1,19,10,6,40,0.1899041126693488,0.9373710336516135,1.3985478513945462
7fc554e2,Neurology,Japan,4,1,1,1,34,14,8,36,0.8187449610475568,0.3760104115396101,1.508654660479166
9a11286a,Oncology,Canada,2,0,1,1,19,5,3,28,0.4010347817321239,0.30256008923311917,1.4042481494357162
34331dce,Cardiology,France,1,1,1,0,27,25,6,26,0.4397929192778929,0.7570796602923852,0.4742806782389214
b526d894,Endocrinology,USA,1,1,1,1,47,29,3,11,0.7379464993392029,0.7708050036998788,0.20937514017056516
4fa2bae6,Oncology,USA,4,0,1,1,19,5,8,20,0.936439398886941,0.5249600943827577,1.5515742945977173
8a17217b,Oncology,Germany,2,0,0,1,33,13,11,34,0.7445807006982191,0.952225722878881,0.9558326138179855
aa7e6ffb,Cardiology,Japan,4,1,1,1,15,24,11,29,0.798274517841457,0.28243637158765766,2.3601976045497706
d24e1b38,Neurology,Germany,2,0,0,1,49,7,4,14,0.775701317942919,0.9220742505816377,0.0
241eb2a4,Oncology,USA,1,1,1,1,22,28,2,33,0.38888074538535233,0.7799572688727662,1.2022193918020443
09b65c4c,Endocrinology,Canada,4,0,1,0,44,10,9,14,0.781237389864023,0.4313875067686427,0.5865625245673626
82440ea0,Oncology,Australia,1,1,1,0,35,11,10,6,0.8060686841978215,0.8262177577510366,0.0
b582fd7c,Endocrinology,Canada,2,1,1,1,13,13,8,43,0.5800602885854615,0.21988195877237848,3.6185028216934807
08ad12a0,Infectious Disease,Canada,3,1,1,1,26,9,6,43,0.5830806148001347,0.2178842438739046,1.967932628099959
ccf7128c,Infectious Disease,UK,2,1,0,1,15,20,3,24,0.7837487227562354,0.9369434829226653,1.578822347464305
21e8b12a,Endocrinology,Australia,3,1,0,0,21,6,2,38,0.8353277760019667,0.18530245706087053,2.546112519933059
feb10aa0,Neurology,France,1,1,0,1,37,7,4,31,0.4034758978276034,0.10367164616446421,1.063903379224644
5f2f8460,Oncology,Australia,1,1,1,1,15,7,4,25,0.8214059958177616,0.4501274424264118,2.177740654313621
f35606ff,Oncology,Japan,4,1,1,1,43,24,1,45,0.83278810600787,0.193465876988915,1.698336442717367
bd71619e,Infectious Disease,UK,3,0,1,1,12,27,9,49,0.31071307682672145,0.8767328439198259,3.623397129769638
1ed4356f,Endocrinology,France,2,0,0,1,8,14,10,21,0.7452556707850444,0.9304241620986397,2.572549359498626
cd7822fa,Oncology,Japan,1,0,0,1,40,26,8,26,0.2678805296525425,0.5341837279207715,0.3574375117248182
5aae0aef,Oncology,Japan,3,1,1,0,23,7,7,29,0.18374420168931632,0.48292437970903324,1.018821344610376
2ff2309a,Neurology,USA,2,1,0,1,28,19,6,38,0.6170887108452049,0.5851353492496828,1.3484203722950376
45340577,Cardiology,UK,3,1,1,1,45,18,3,32,0.9177869789050591,0.3035751623604876,1.4183331538476094
8d6a3f91,Infectious Disease,Japan,2,0,1,1,22,27,4,49,0.13191312117318693,0.36816927527830245,2.000044087547984
66beb692,Infectious Disease,India,2,0,0,1,37,8,2,14,0.8438514738354295,0.1908794534356043,1.1273826206847732
f81e23a1,Cardiology,Canada,2,0,0,1,40,14,7,45,0.555824089633156,0.501805082000227,1.331494674014775
b5cb3e44,Oncology,Japan,2,0,0,1,14,15,2,49,0.874805903849107,0.6505224602802934,3.7790066267483104
5478883a,Neurology,France,3,0,0,1,18,15,10,4,0.8591292416539421,0.9372013609524418,0.13480411734953734
5208ef4d,Neurology,USA,3,1,1,1,11,12,1,19,0.8877581243346597,0.7651658535640824,1.842182210384305
737f0f8d,Infectious Disease,Germany,4,0,1,1,16,27,6,28,0.7919865593260059,0.750757360197868,1.4955260240302497
9ca28af8,Neurology,Canada,3,1,0,0,26,27,4,41,0.8586931190922954,0.377199065884692,1.987137698147546
0d74e317,Cardiology,USA,3,1,0,0,31,13,8,21,0.25842268648108324,0.89946396775904,0.12963542559428703
1d61b445,Oncology,Germany,4,1,0,0,41,12,1,19,0.37346783398744754,0.9522601270119979,0.0
703de7b8,Cardiology,UK,3,0,0,1,15,16,9,22,0.31823755372656676,0.9390366428878334,0.7724108116953471
2edbd3bb,Endocrinology,UK,2,0,1,0,40,21,6,19,0.7681854733552544,0.13492272387194656,1.1247202112571815
1b48e822,Infectious Disease,Japan,1,1,1,0,17,27,2,8,0.23827880743042235,0.6439155726736193,0.04602482784297193
e31c6dcb,Neurology,India,1,0,1,0,36,19,8,30,0.26400501134000975,0.6789025951527655,0.4873959873915069
55500bea,Endocrinology,UK,4,0,1,0,12,23,5,47,0.8910682486497483,0.3655586441948532,4.663037747456151
25439446,Neurology,Australia,3,1,1,1,11,24,5,9,0.7352939736215544,0.9931709648421368,0.6311516847614281
46ccbddd,Oncology,Japan,3,1,1,0,47,10,5,37,0.8878419801271781,0.36206871293670306,1.2459895642866752
fdbde6f6,Oncology,Canada,4,1,1,0,47,9,7,19,0.22541973243462146,0.29495049236295023,0.3268826064115401
21b1ff2d,Oncology,USA,1,1,0,1,21,12,7,26,0.4590823641051721,0.5357310853988726,1.3016393421118109
2a9527e9,Neurology,UK,2,1,1,0,26,22,10,46,0.35483605306868593,0.3908326417933091,1.5923664880677149
ebb11167,Endocrinology,Australia,3,0,0,1,38,25,11,47,0.10871297675168456,0.9316265138829498,0.3524228015830068
8f5df225,Oncology,USA,4,1,0,0,24,25,7,35,0.35607066439483614,0.4960690581832955,1.389331332745545
778db24d,Endocrinology,USA,2,0,0,0,12,19,10,46,0.4416249267800916,0.4691345992053251,3.9352567862286394
a8f6b937,Neurology,India,4,0,1,0,26,7,2,26,0.1829976735184407,0.6632759170976501,0.5806185466481518
ef2a41d0,Endocrinology,UK,4,1,1,1,31,18,8,23,0.6098388020441379,0.17300320412601106,1.118101590267364
02483daa,Neurology,USA,4,1,1,0,38,19,1,22,0.44485539622536985,0.7810596521348696,0.29639664264419213
cce13d49,Neurology,India,1,0,1,0,25,17,2,32,0.1418154960497909,0.7915589396243843,0.6716858330990646
703fa097,Infectious Disease,India,1,1,0,1,19,25,11,11,0.7335809783811791,0.526623251254901,0.8209872722496228
9379e631,Neurology,UK,4,0,1,0,9,24,7,32,0.7563518504569932,0.9601281469003854,3.3420718914159293
6be94ed9,Neurology,India,3,1,0,0,42,25,4,21,0.8510242986724915,0.6214051997161729,0.7349185297748811
1aeab0bc,Cardiology,UK,2,1,1,0,21,13,11,8,0.5369865398802843,0.7257128088204917,0.10147612595829777
02bfe4f1,Oncology,Australia,3,0,1,0,12,27,10,15,0.9717929176010588,0.9319104599527911,1.537902880148017
6854365f,Infectious Disease,UK,1,0,0,0,23,21,10,13,0.9226577300792108,0.6997108090823131,0.8038642563689644
19241ed8,Infectious Disease,Germany,2,1,0,1,9,23,9,50,0.5962164625901184,0.48864340695299247,5.717979839297762
990eee4d,Infectious Disease,USA,4,1,0,1,27,29,11,40,0.5004567379624755,0.12229405806983351,1.837853039731289
17e5f8aa,Cardiology,Australia,3,1,1,1,23,8,9,20,0.10273098511263057,0.7554693840686284,0.3013578513732516
498d6a19,Neurology,France,3,0,1,0,18,24,3,35,0.7398950785653103,0.9683794104409406,1.5861168184126007
2f4471a1,Oncology,UK,4,1,0,0,14,14,3,7,0.608459053644722,0.5232116111823945,0.41068688891091093
107b4ed6,Endocrinology,USA,3,1,1,0,35,26,9,34,0.9437897309374726,0.4057917740094378,1.5063793776141905
e3e74cd9,Neurology,Canada,1,1,0,0,17,7,10,29,0.6348089127171197,0.5673334837724006,1.9787633093976686
bff9c63a,Cardiology,India,4,1,1,0,26,23,8,15,0.9935704845034569,0.7555934851161933,0.9357321597643198
b4382167,Neurology,Japan,3,0,0,1,41,13,1,21,0.8684373446769614,0.10062142703384436,1.1991663966212924
528c1ce9,Neurology,UK,4,0,0,1,43,9,6,11,0.9582381422334578,0.8984905504586682,0.36717028626047105
e7c6cb9a,Cardiology,India,2,0,1,1,14,18,7,35,0.39489649415653505,0.8977265737104897,1.9335709726629893
60aa9555,Infectious Disease,India,4,1,0,0,35,11,11,23,0.2344023952905398,0.5871681402478379,0.34701878092998917
ecb5336d,Infectious Disease,India,3,1,1,1,47,25,8,43,0.8171849024156128,0.21014088955804716,1.572377017503446
46418f3c,Oncology,India,1,1,1,1,39,10,2,16,0.8075773926722192,0.7046252151522591,0.6058564998661837
94f4ded0,Oncology,India,4,0,0,1,17,28,1,26,0.2903040454650069,0.22406109666698204,1.439088343788146
87cd1216,Infectious Disease,UK,4,0,0,1,34,12,4,6,0.7882701887214215,0.5567924362894127,0.28138954178181774
c4abb42f,Endocrinology,Canada,3,0,1,0,38,6,1,38,0.6237760222372656,0.1842669747830053,1.4319519916637646
165a434e,Neurology,France,1,0,1,0,40,29,2,42,0.1985726304115057,0.6301588044677512,0.5151714923772992
3d65f5d0,Endocrinology,Germany,1,1,0,1,39,18,3,24,0.5516052378131879,0.38626239260618866,0.6697552535931224
92917635,Neurology,India,2,0,0,1,8,26,4,10,0.9380242007548106,0.8478922732637525,1.3673176654133514
9a753442,Infectious Disease,India,2,0,0,1,8,11,6,29,0.555811790900706,0.8199515135875732,3.2692567208684964
c4d93d65,Oncology,Germany,3,1,1,1,10,7,8,26,0.8098290905981248,0.9986264879269969,2.636968291709974
63b8f520,Oncology,Canada,1,0,1,1,32,24,9,35,0.1260189879777609,0.33175285723392833,0.8346995320144422
3f622afa,Endocrinology,Australia,1,1,1,1,34,26,4,5,0.7552732715763343,0.15562098350162232,0.7196879031833545
2359794c,Oncology,Canada,2,1,0,1,31,27,1,42,0.9521536475237296,0.4987029386339603,1.838043472618902
fcedfda7,Infectious Disease,Australia,2,1,0,1,9,10,5,5,0.5495750064036422,0.17506300146991374,0.7792720223747094
9254b4a7,Endocrinology,UK,3,1,1,1,48,25,5,42,0.4039389217230278,0.2606497435591868,1.0691396293803754
a95e1e64,Neurology,USA,1,1,1,0,43,18,9,49,0.6819854543982075,0.6375701272253972,1.2180969758771292
a8cf213e,Oncology,Japan,4,0,0,1,39,16,6,18,0.9246350935838974,0.6329177662098687,0.7183252373747203
4a1696f4,Cardiology,Japan,2,0,1,0,43,22,5,19,0.25909268548000863,0.13899472995672135,0.5893511513991947
88509f06,Oncology,USA,3,1,0,0,48,16,10,29,0.46332478902043883,0.49861427627645083,0.6117054306930515
bf01d6a6,Neurology,UK,1,0,0,1,19,11,10,11,0.24066125288365706,0.5771968235805175,0.38593086895422213
8e003045,Endocrinology,Japan,1,1,0,1,23,9,5,19,0.5469888089979036,0.341221814037988,1.2818800982796632
d14fc784,Neurology,Canada,2,0,1,0,34,16,8,24,0.5863798117275032,0.8848388636879446,0.3012732022172677
91e7958e,Cardiology,Germany,3,0,1,0,42,13,11,42,0.9497832532494941,0.24498878288177972,1.5750597293735598
03dd7f19,Infectious Disease,USA,4,0,0,1,36,15,1,14,0.4712636383908646,0.32851162450559296,0.5419158639049619
ec91fdd8,Oncology,Canada,2,0,0,0,44,8,5,27,0.6102609521857284,0.24129497352947774,0.774710494224677
116b74df,Endocrinology,France,3,0,1,1,33,18,1,39,0.8967363166487371,0.20489197048350227,1.9386040511659668
c08200a5,Infectious Disease,UK,1,0,0,1,10,16,7,21,0.38926450015854286,0.8910812656064133,1.6094913108594153
03dc2159,Neurology,USA,4,0,1,0,30,22,7,26,0.7067474820708309,0.3500732485629837,1.2600695601006515
7d36a5ae,Endocrinology,Japan,3,1,1,1,31,11,10,16,0.7814456639398868,0.7502716175210706,0.516945885164886
e9cc8dd8,Infectious Disease,UK,4,1,1,0,39,27,8,47,0.39747541121830854,0.4851841237527248,1.142921069190629
a7216cbc,Endocrinology,Germany,3,1,0,1,32,5,7,45,0.24790706697758003,0.6722861326605252,1.0290948920814418
3189f392,Cardiology,UK,3,0,0,1,9,17,11,42,0.552618587712046,0.9353585765549884,4.3039290183903836
7a2916dd,Cardiology,UK,3,0,0,0,45,20,9,47,0.42112155711997146,0.8601470803389245,0.47090905967923735
cd79ab15,Oncology,Germany,3,1,0,0,20,9,8,47,0.33981618861299256,0.16208775317821408,2.5449290181549307
3ee45664,Oncology,India,4,1,1,1,45,23,8,48,0.9760791796246945,0.8606822817512959,1.3674600331450488
29e7ead6,Cardiology,Germany,2,0,0,1,22,29,3,4,0.5519377168313798,0.5066411637526274,0.25120394074492053
516a8324,Endocrinology,Canada,4,1,1,0,17,13,10,10,0.8708299244590814,0.41513115419189683,1.0576396256616483
5c3e48eb,Cardiology,UK,3,1,0,1,47,27,4,51,0.2757856694890233,0.7051491329154655,0.8117466853413636
a768ab15,Oncology,Australia,4,1,0,0,29,13,4,51,0.9454984884092176,0.9551870857893232,1.6743705364985795
057c8e14,Cardiology,Germany,4,1,0,0,14,16,1,24,0.8149882911121196,0.18472194782932372,2.433519821577187
64da57e8,Cardiology,India,4,0,0,0,33,22,6,19,0.8278229405702281,0.7912693272252151,0.5592954537973713
4702080b,Endocrinology,Canada,3,1,0,1,14,28,2,51,0.4507883876763358,0.2831572276821599,3.9191466371858326
d46d2724,Infectious Disease,Australia,4,1,1,0,10,14,9,17,0.5370732937699176,0.44212251054429896,1.8747555986723747
6eaf0510,Oncology,Australia,1,1,0,1,20,21,1,46,0.6340188933088121,0.8864407146369249,2.0063502923391647
a191664a,Endocrinology,USA,3,1,0,0,29,23,1,46,0.8107889825845582,0.5912192656111055,1.7791805008918826
49ae5f40,Cardiology,Germany,4,0,0,1,48,28,11,5,0.8641510768543939,0.16071098315538365,0.9053879145074996
f9123fd4,Cardiology,Germany,1,1,0,1,8,15,10,34,0.170240778416741,0.5572436951230645,3.6774519931713443
7c9b2fc1,Infectious Disease,UK,4,1,0,0,41,20,11,42,0.913656148779857,0.8106777114772818,1.0831757702155442
7361dd7f,Oncology,Canada,2,1,1,0,38,12,6,12,0.9437469872538349,0.575992528989034,0.745585680311463
d3eee6bc,Oncology,USA,4,1,0,0,23,28,1,44,0.633598663921107,0.25020031508114704,2.2656311499613313
560f4472,Neurology,France,4,1,1,1,37,19,3,17,0.26807555192941535,0.5005369675517787,0.2404843818577886
a992c655,Oncology,France,2,0,0,1,8,15,10,13,0.8365733494331405,0.9319108312356843,1.3255474236314158
7558641d,Infectious Disease,Japan,3,1,1,1,48,11,2,51,0.5937288530946391,0.6923835910847017,0.8783974524429826
24dc7cbc,Neurology,Germany,2,1,0,0,38,6,11,27,0.8354768083447417,0.7568978558577304,0.8570505354916659
42b12636,Neurology,Germany,3,0,0,0,16,23,9,36,0.833327313930385,0.8073428567045052,2.2008837195194384
a2a3714c,Cardiology,USA,2,1,1,0,35,13,5,37,0.1780563841172132,0.18162408177400136,0.9233291884038677
a3abe99a,Cardiology,India,4,0,0,0,20,22,6,23,0.6463192855335976,0.6233829033429674,1.27909723548609
6f5a37fe,Oncology,France,4,1,1,0,6,17,2,31,0.5348298693418492,0.4383236738667773,5.31474126754871
8fb0fc61,Neurology,Japan,3,0,0,1,6,27,8,7,0.9515075229995659,0.22524324730488743,1.784077607079636
0fcd1b94,Cardiology,USA,3,0,1,0,40,5,6,37,0.36697716273285674,0.28243860247362146,1.0233889447024451
f240cc94,Infectious Disease,Germany,1,1,1,1,10,23,11,7,0.28540009557183255,0.8030444263522609,0.07676088974704288
b9de41a3,Cardiology,France,1,0,1,0,27,17,8,9,0.9073781704172392,0.24534019476079552,0.9801254033022154
820b4973,Cardiology,Canada,4,1,0,0,43,18,8,25,0.23384401201009428,0.38117674649954736,0.45166143330030234
33344aae,Neurology,Japan,4,0,1,0,48,21,1,7,0.7178675128520156,0.3563860044367734,0.426465201828536
f67f642e,Neurology,UK,1,0,0,0,41,26,7,8,0.37001783245762976,0.1437673275231109,0.49560574950655495
bea30a84,Endocrinology,France,1,1,1,0,20,24,2,14,0.6110611799477299,0.5159426043154227,0.8848537458644727
bb5b5ea2,Infectious Disease,Japan,3,0,1,1,47,5,11,48,0.654597489557135,0.7893368579522878,0.9128937798395136
865fe975,Neurology,USA,2,1,1,0,48,9,8,38,0.47563235376217006,0.11993736947400971,1.1887598661088672
e581df71,Oncology,UK,3,0,0,1,23,24,2,22,0.9774684822133862,0.20129630543190652,1.5874110320750403
4a61b79d,Infectious Disease,Japan,1,0,0,1,28,18,4,14,0.21864985127648123,0.7481680116378111,0.10670056232302283
43892ea9,Infectious Disease,Japan,4,1,0,1,31,22,2,14,0.4522591801330813,0.6342228916056222,0.2605166929476187
4a257712,Neurology,Australia,1,1,1,1,11,17,7,30,0.48735579418688424,0.7437228526438138,2.377380032303256
3163ff83,Infectious Disease,Australia,4,0,0,0,34,27,5,5,0.6679422540965634,0.3070935593894247,0.522491099482143
7d7473a4,Neurology,Australia,4,1,0,0,45,16,11,50,0.46653378237506715,0.8233919049676643,0.8287999877574022
91aada26,Cardiology,Germany,4,1,1,0,18,19,11,11,0.1873324102349469,0.531883954099249,0.3177945239522061
83afcc2c,Endocrinology,India,4,0,1,0,48,28,9,37,0.9526869983627435,0.6492717767609714,0.9657795184562626
b2835d6f,Cardiology,France,2,0,0,0,19,8,5,43,0.47447117347481715,0.18293807548075264,2.6304547816826562
ca56322c,Neurology,Germany,1,1,0,1,16,13,11,23,0.40840635449536533,0.2845284250238392,1.5553120212916072
441e9070,Neurology,Canada,3,0,0,0,33,7,8,26,0.5020499117566043,0.7960220934492773,0.5440270244245269
fe8dc774,Cardiology,UK,4,1,1,0,27,26,2,18,0.2949361139160302,0.30151759706990067,0.5799300334546661
b8c64635,Oncology,India,4,1,1,1,17,15,3,51,0.19019951620178582,0.1832768447693128,3.1115138303711385
2d637cf4,Oncology,Japan,3,1,1,0,13,19,6,16,0.23372063119797631,0.6374829540268903,0.845278460566799
61784cfb,Oncology,Germany,3,1,1,0,28,20,11,34,0.24998934430320366,0.5931428645455595,0.9900145254571814
31557d7d,Neurology,Australia,4,1,1,1,43,11,7,49,0.2779060943943056,0.6471045360849637,0.6168496311446601
cddfe6fb,Infectious Disease,India,3,1,0,0,34,11,10,17,0.4779641910035731,0.6564749467267822,0.18134733231528963
3ad0fac6,Neurology,Canada,3,0,0,1,5,26,8,4,0.6615093421397382,0.5501776112780533,0.8873289461981544
eaa3c699,Infectious Disease,France,2,1,0,1,14,13,3,30,0.6659990542240593,0.5443965285117902,2.41122217056669
b2f80d16,Cardiology,Canada,3,0,1,0,42,21,7,36,0.10008781260573418,0.9317490087605163,0.2217627507554476
0934f6f4,Endocrinology,UK,1,1,1,1,19,17,8,38,0.9288619002085599,0.5804935523917663,2.2595257179093133
954ad7ee,Infectious Disease,USA,1,0,0,0,13,13,10,18,0.8405624624790895,0.6555701821724729,1.5749123680831485
d73d285f,Oncology,Germany,1,0,0,0,17,13,6,8,0.9675442354924358,0.34027245274487017,1.113375215569749
9bb6d8b8,Neurology,Australia,4,0,0,0,27,24,4,40,0.42398771025717363,0.883983880721972,1.0933010723204886
c444cf29,Cardiology,UK,1,1,1,1,37,16,6,7,0.6983193490204572,0.12193128339324687,0.8540735214576483
0fa2b2ec,Oncology,USA,2,0,1,1,13,25,9,49,0.2512186743304874,0.601504086067997,3.3075055382020926
de48a6d3,Cardiology,Australia,1,0,1,1,7,23,3,23,0.8353297244983023,0.4454652656782978,3.682038080556027
047de82a,Endocrinology,Australia,4,1,1,1,34,27,2,42,0.24523095065893197,0.6435137760044293,0.6361594999245694
b3fbd665,Neurology,Australia,2,0,1,1,13,19,5,25,0.3933871307269746,0.42415484479424215,1.9733883373136958
a93c6c2f,Neurology,Germany,1,0,0,1,29,22,7,27,0.5417513703522849,0.7459191205458822,0.6930047457326196
e0ce6604,Endocrinology,UK,2,1,0,1,28,12,3,50,0.6350785019674754,0.11829829867608774,2.1819562810754674
36377425,Neurology,Australia,2,0,1,1,36,29,5,14,0.6036697218580585,0.4653004948922287,0.5605127968503998
8f780b35,Infectious Disease,Canada,4,0,1,1,11,10,4,49,0.19188641053899755,0.8481372397681723,3.76130770101573
246c468c,Cardiology,UK,4,1,0,1,40,29,11,9,0.47950840257746585,0.3251806460014923,0.5054738596535959
58d10497,Oncology,India,2,0,1,1,29,10,7,30,0.9306183377852403,0.14747579054228982,1.7283670923090189
839ded00,Endocrinology,Canada,1,0,1,0,24,7,2,13,0.8851316749766664,0.5468716671086518,1.1022221945407746
502e11b1,Infectious Disease,Germany,4,0,0,1,21,7,11,42,0.6317051709291758,0.978880114474111,1.7382806107513997
dc1ee6bb,Oncology,Australia,2,0,1,0,40,6,7,13,0.6150921179082413,0.157742705381623,0.9111188538450355
63a6c3d1,Oncology,UK,3,1,1,0,30,9,2,49,0.20050766438439716,0.16305084347481397,1.5679065340880716
85b9d58b,Endocrinology,Japan,3,1,0,0,23,24,3,29,0.2802335070792731,0.6356049084520103,1.08434410155803
dcaaf7f0,Infectious Disease,Germany,4,1,1,0,41,16,5,40,0.3273757683436864,0.32506094159031623,0.8566698383101043
8d066cf8,Oncology,UK,1,1,1,1,7,10,7,36,0.5393761556714252,0.46920811027350284,5.192044018609708
497fa462,Oncology,India,3,0,0,0,47,20,6,11,0.7582204432861469,0.8474564376994518,0.27527222151886044
24f3de90,Infectious Disease,Australia,3,1,0,0,32,9,7,31,0.5146528200438324,0.2789638157642648,1.2551159115300148
e2d8065a,Neurology,USA,3,1,1,0,26,10,11,51,0.21345493765365797,0.7473699432832898,1.3037072641792338
50b0b529,Oncology,Australia,1,0,0,1,23,8,6,39,0.4954139893102425,0.5540369619408007,1.7505702074667502
665637ec,Cardiology,USA,1,0,0,0,20,18,1,43,0.24636992837399954,0.9144619231728446,1.5159034504754085
613a10a2,Infectious Disease,Japan,4,0,1,0,10,7,5,28,0.776032616523596,0.9756658002642076,2.5587467926538947
38a4749e,Oncology,Germany,4,1,0,1,41,21,1,39,0.24985077436412112,0.5364647070880563,0.5104046538662247
5ca7c14e,Endocrinology,India,3,0,1,1,35,9,7,16,0.5342805905900111,0.6261823532039202,0.4087161475162308
b0b5629e,Cardiology,UK,1,0,0,1,38,26,4,10,0.7240722423949837,0.7712582866637979,0.1996290701713852
35ef323a,Oncology,UK,2,0,0,1,35,25,5,4,0.3053782575506877,0.3868067276848045,0.04848817902632095
78c4ce99,Cardiology,USA,3,1,1,1,15,25,1,12,0.1684270968735938,0.3040663154709221,0.5058406453856126
66c243c0,Cardiology,India,4,1,1,1,40,10,8,31,0.6069695284672738,0.9682166551987047,0.3718871674329343
8d014e61,Neurology,Canada,1,1,1,1,10,24,4,39,0.14878239715395328,0.4893538520976204,3.607459007210484
542daf2d,Cardiology,Japan,4,1,0,1,31,8,3,49,0.6289917786713511,0.10143174386419633,2.2958516572279506
a9d6e514,Neurology,USA,4,1,1,1,11,17,1,33,0.7781486838275813,0.8539464686725752,2.9036740528699427
16a5ef2d,Infectious Disease,USA,1,1,1,0,36,12,4,12,0.39638439250507584,0.6396977451619771,0.2343498865832441
be6c0382,Neurology,Japan,3,1,0,1,12,15,3,33,0.5395144681726229,0.25170270644827375,3.1165466038093337
d92edea1,Endocrinology,Germany,1,0,0,0,37,28,8,38,0.9358856544024519,0.1271257238593711,1.8591654541954425
c5de3ce9,Oncology,UK,3,0,0,0,48,23,9,50,0.5239979777579972,0.362334187937558,1.1020962781204942
fd9b736f,Infectious Disease,Germany,4,0,1,1,19,27,5,30,0.99689865525405,0.9350983859262982,1.5436997833957087
1300136f,Infectious Disease,India,1,1,0,1,31,9,9,32,0.24130217022190562,0.9401420530320511,0.3951722687766434
9e9f0eb2,Endocrinology,Canada,2,1,0,1,34,9,1,8,0.7380405122349603,0.3799031376719063,0.5407819347995916
197470db,Neurology,Australia,3,0,1,1,26,7,7,4,0.6873567383775285,0.852337893538645,0.0
86467261,Oncology,France,2,0,0,0,33,6,11,46,0.8850743321736945,0.49766079093138615,1.7632919012782733
a720bd52,Neurology,France,3,1,0,0,45,7,7,8,0.18319889079148666,0.688910274222935,0.0
d9723f23,Cardiology,France,1,1,1,1,34,19,6,32,0.3521859323516351,0.400999488283981,0.9824397122752582
2e61ccc7,Neurology,Japan,2,1,0,0,6,11,4,20,0.21896130318430174,0.5643753366438865,2.937369530047728
33bb8915,Infectious Disease,USA,1,1,1,1,19,7,11,40,0.9397856100447294,0.36440150189529386,2.7607712696466042
68eff6dd,Oncology,Canada,3,1,1,0,31,19,9,27,0.4839717921807314,0.15500292612081645,1.243907121400839
